transaction_id,date,description,amount,currency,country_code,expected_merchant,expected_category,expected_mcc,expected_city,expected_postcode_area,difficulty,pattern,channel
TX305223,2026-05-07T09:44:00Z,NUFFIELD HEALTH 54,80.13,GBP,GB,Nuffield Health,Health > Gyms & Fitness,7997,BRIGHTON,BN1,hard,truncated,contactless
TX305224,2026-04-20T15:24:00Z,THE OLD MILL CAFE TID28432 LUTON GB,9.66,GBP,GB,The Old Mill Cafe,Food & Drink > Cafes & Coffee Shops,5814,LUTON,LU1,medium,terminal_id,card_present
TX305225,2026-06-11T10:28:00Z,MCDONALDS LONDON W2 GB,67.76,GBP,GB,McDonald's,Food & Drink > Fast Food,5814,LONDON,W2,easy,postcode_tail,contactless
TX305226,2026-03-06T05:22:00Z,CLEARPAY GROUP LTD NEWPORT GB,95.61,GBP,GB,Clearpay,Financial > Buy Now Pay Later,6012,NEWPORT,NP20,medium,legal_entity,ecommerce
TX305227,2026-04-02T13:35:00Z,LEONRESTAURANTS LONDON GB,9.23,GBP,GB,Leon,Food & Drink > Fast Food,5814,LONDON,W1D,hard,no_space,ecommerce
TX305228,2026-03-05T14:56:00Z,LNER LONDON GB,2.71,GBP,GB,LNER,Transport > Rail,4112,LONDON,NW1,easy,clean,card_present
TX305229,2026-07-15T21:53:00Z,RINGGO PARKING STOCKPORT GB,30.95,GBP,GB,RingGo,Transport > Parking,7523,STOCKPORT,SK1,easy,clean,contactless
TX305230,2026-03-03T02:12:00Z,CASH WITHDRAWAL LINK 5108,426.79,GBP,GB,LINK ATM,Financial > Cash Withdrawal,6011,LONDON,NW1,hard,truncated,atm
TX305231,2026-04-03T10:17:00Z,VODAFONE LTD BOLTON GB,266.88,GBP,GB,Vodafone,Bills > Mobile,4814,BOLTON,BL1,easy,clean,standing_order
TX305232,2026-06-15T04:00:00Z,TFL TRAVEL CH*MBTCDM0S SUNDERLAND GB,49.87,GBP,GB,Transport for London,Transport > Public Transport,4111,SUNDERLAND,SR1,medium,ref_code,contactless
TX305233,2026-08-27T01:17:00Z,NCP CAR PARK 0086 CROYDON GB,4.08,GBP,GB,NCP,Transport > Parking,7523,CROYDON,CR0,easy,store_number,contactless
TX305234,2026-06-01T05:29:00Z,EaSyjet BRISTOL GB,1443.57,GBP,GB,easyJet,Travel > Airlines,3000,BRISTOL,BS1,medium,case_mixed,card_present
TX305235,2026-04-03T09:42:00Z,TV LICENCE BRIGHTON GB,320.11,GBP,GB,TV Licensing,Bills > TV Licence,9399,BRIGHTON,BN1,easy,clean,standing_order
TX305236,2026-05-17T20:55:00Z,ARGOS LTD*SL1S7CF2 WOLVERHAMPTON GB,28.36,GBP,GB,Argos,Shopping > General Merchandise,5310,WOLVERHAMPTON,WV1,medium,ref_code,card_present
TX305237,2026-06-30T14:41:00Z,DVD LLYD CLBS YORK GB,21.57,GBP,GB,David Lloyd,Health > Gyms & Fitness,7997,YORK,YO1,hard,vowel_dropped,contactless
TX305238,2026-06-07T08:04:00Z,SONY PLAYSTATION GROUP LTD CROYDON GB,21.92,GBP,GB,PlayStation Network,Entertainment > Gaming,5816,CROYDON,CR0,medium,legal_entity,ecommerce
TX305239,2026-05-27T05:36:00Z,MARKS&SPENCER PLC STOKE-ON-TRENT GB,167.42,GBP,GB,Marks & Spencer,Shopping > Department Stores,5311,STOKE-ON-TRENT,ST1,easy,clean,contactless
TX305240,2026-05-19T10:41:00Z,UNIQLO 7329 LEICESTER,359.47,GBP,GB,Uniqlo,Shopping > Clothing,5651,LEICESTER,LE1,hard,truncated,ecommerce
TX305241,2026-07-23T22:40:00Z,WRIGHTS GARAGE 428,174.88,GBP,GB,Wright's Garage,Transport > Vehicle Servicing,7538,CHESTER,CH1,hard,truncated,contactless
TX305242,2026-06-14T02:14:00Z,THE PLOUGH INN*9AC9B LONDON GB,41.69,GBP,GB,The Plough Inn,Food & Drink > Pubs & Bars,5813,LONDON,E14,medium,ref_code,contactless
TX305243,2026-03-07T15:08:00Z,PATISSERIE VALERIE 344,26.73,GBP,GB,Patisserie Valerie,Food & Drink > Cafes & Coffee Shops,5814,LONDON,SW1A,hard,truncated,contactless
TX305244,2026-04-30T02:14:00Z,WELL PHARMACY DERBY GB,10.51,GBP,GB,Well Pharmacy,Health > Pharmacy,5912,DERBY,DE1,easy,clean,card_present
TX305245,2026-05-15T04:40:00Z,SKY DIGITAL*XPQ1U MANCHESTER GB,9.61,GBP,GB,Sky,Bills > TV & Broadband,4899,MANCHESTER,M3,medium,ref_code,direct_debit
TX305246,2026-06-20T13:16:00Z,SUPERDRUG PLC LIVERPOOL GB,37.05,GBP,GB,Superdrug,Health > Pharmacy,5912,LIVERPOOL,L1,medium,legal_entity,contactless
TX305247,2026-08-16T07:22:00Z,SEE TICKETS 5448 W,19.88,GBP,GB,See Tickets,Entertainment > Events & Ticketing,7922,WOLVERHAMPTON,WV1,hard,truncated,contactless
TX305248,2026-06-13T18:43:00Z,EVANS PIZZERIA*CD22N BELFAST GB,29.62,GBP,GB,Evans Pizzeria,Food & Drink > Restaurants,5812,BELFAST,BT1,medium,ref_code,contactless
TX305249,2026-04-20T10:57:00Z,HOUSE OF FRASER TID47438 MANCHESTER GB,37.89,GBP,GB,House of Fraser,Shopping > Department Stores,5311,MANCHESTER,M4,medium,terminal_id,card_present
TX305250,2026-04-02T00:56:00Z,IZ *THE POTTING SHED CAFE BRISTOL GB,48.93,GBP,GB,The Potting Shed Cafe,Food & Drink > Cafes & Coffee Shops,5814,BRISTOL,BS1,hard,psp_prefix,card_present
TX305251,2026-03-29T13:25:00Z,WELL PHARMACY*KFJT9 SOLIHULL GB,99.78,GBP,GB,Well Pharmacy,Health > Pharmacy,5912,SOLIHULL,B91,medium,ref_code,card_present
TX305252,2026-08-20T12:41:00Z,NATWEST ATM*Q9NCBVAB SOUTHAMPTON GB,339.14,GBP,GB,NatWest ATM,Financial > Cash Withdrawal,6011,SOUTHAMPTON,SO14,medium,ref_code,atm
TX305253,2026-03-30T02:59:00Z,CASHWITHDRAWALLINK MANCHESTER GB,170.50,GBP,GB,LINK ATM,Financial > Cash Withdrawal,6011,MANCHESTER,M1,hard,no_space,atm
TX305254,2026-04-24T00:07:00Z,THE HIDEAWAY CAFE 4616,6.39,GBP,GB,The Hideaway Cafe,Food & Drink > Cafes & Coffee Shops,5814,GLASGOW,G2,hard,truncated,card_present
TX305255,2026-06-03T00:41:00Z,TRT*THE GEORGE & DRAGON SWANSEA GB,72.96,GBP,GB,The George & Dragon,Food & Drink > Pubs & Bars,5813,SWANSEA,SA1,hard,psp_prefix,contactless
TX305256,2026-04-23T05:25:00Z,DELIVEROO BATH GB,2.55,GBP,GB,Deliveroo,Food & Drink > Food Delivery,5812,BATH,BA1,easy,clean,contactless
TX305257,2026-03-14T16:43:00Z,HUSSAINS PHYSIOTHERAPY LIVERPOOL GB,186.87,GBP,GB,Hussain's Physiotherapy,Health > Physiotherapy,8049,LIVERPOOL,L1,medium,clean,contactless
TX305258,2026-06-06T21:26:00Z,TFL TRAVEL CH SWANSEA GB,42.00,GBP,GB,Transport for London,Transport > Public Transport,4111,SWANSEA,SA1,easy,clean,card_present
TX305259,2026-08-27T23:58:00Z,BPCONNECT SALFORD GB,36.66,GBP,GB,BP,Transport > Fuel & Petrol,5541,SALFORD,M50,hard,no_space,card_present
TX305260,2026-05-13T17:54:00Z,WASABI 3116 BATH GB,11.36,GBP,GB,Wasabi,Food & Drink > Fast Food,5814,BATH,BA1,easy,store_number,card_present
TX305261,2026-03-18T05:36:00Z,TUI UK LEICESTER GB,46.99,GBP,GB,TUI,Travel > Tour Operators,4722,LEICESTER,LE1,easy,clean,contactless
TX305262,2026-06-26T04:04:00Z,TGI FRIDAYS 7871 DER,37.70,GBP,GB,TGI Fridays,Food & Drink > Restaurants,5812,DERBY,DE1,hard,truncated,contactless
TX305263,2026-05-18T03:01:00Z,NATIONAL TRUST BRISTOL BS1 GB,141.62,GBP,GB,National Trust,Entertainment > Attractions,7991,BRISTOL,BS1,easy,postcode_tail,contactless
TX305264,2026-05-15T12:36:00Z,APPLEGREEN LONDON WC1B GB,168.91,GBP,GB,Applegreen,Transport > Fuel & Petrol,5541,LONDON,WC1B,easy,postcode_tail,contactless
TX305265,2026-03-16T06:12:00Z,THE RANGE 6450 PLYMOUTH GB,192.62,GBP,GB,The Range,Shopping > Home & Garden,5200,PLYMOUTH,PL1,easy,store_number,contactless
TX305266,2026-06-13T14:51:00Z,NEW LOOK LUTON GB,124.71,GBP,GB,New Look,Shopping > Clothing,5651,LUTON,LU1,easy,clean,contactless
TX305267,2026-08-16T03:30:00Z,BREWDOG 8872 STOCKPORT GB,54.40,GBP,GB,BrewDog,Food & Drink > Pubs & Bars,5813,STOCKPORT,SK1,easy,store_number,card_present
TX305268,2026-08-27T02:18:00Z,VUE ENTERTAINMENT 5397 YORK GB,30.21,GBP,GB,Vue,Entertainment > Cinema,7832,YORK,YO1,easy,store_number,contactless
TX305269,2026-07-01T02:08:00Z,SLUG AND LETTUCE 5,57.04,GBP,GB,Slug and Lettuce,Food & Drink > Pubs & Bars,5813,LONDON,N1,hard,truncated,contactless
TX305270,2026-05-17T15:30:00Z,RYANAIR MILTON KEYNES MK9 GB,1116.61,GBP,GB,Ryanair,Travel > Airlines,3000,MILTON KEYNES,MK9,easy,postcode_tail,card_present
TX305271,2026-05-24T04:19:00Z,WILLIAMS TATTOO STUDIO 3164 WOLVERHAMPTON GB,16.86,GBP,GB,Williams Tattoo Studio,Personal Care > Tattoo & Piercing,7230,WOLVERHAMPTON,WV1,medium,store_number,card_present
TX305272,2026-05-10T03:57:00Z,BOokinG.COM SOLIHULL GB,1194.15,GBP,GB,Booking.com,Travel > Online Travel Agency,4722,SOLIHULL,B91,medium,case_mixed,ecommerce
TX305273,2026-08-12T01:46:00Z,HELLOFRESH NEWCASTLE UPON TYNE GB,12.78,GBP,GB,HelloFresh,Food & Drink > Meal Kits,5812,NEWCASTLE UPON TYNE,NE1,easy,clean,ecommerce
TX305274,2026-08-07T14:23:00Z,WAGAMAMA LIVERPOOL L2 GB,3.14,GBP,GB,Wagamama,Food & Drink > Restaurants,5812,LIVERPOOL,L2,easy,postcode_tail,card_present
TX305275,2026-03-06T20:16:00Z,AVIVA INSURANCE CROYDON GB,68.28,GBP,GB,Aviva,Financial > Insurance,6300,CROYDON,CR0,easy,clean,standing_order
TX305276,2026-07-27T14:33:00Z,MICROSOFT*STORE READING GB,46.96,GBP,GB,Microsoft,Software > Productivity,5817,READING,RG1,easy,clean,ecommerce
TX305277,2026-05-18T16:58:00Z,COSTCUTTER 2555 NEWPORT GB,6.31,GBP,GB,Costcutter,Groceries > Convenience Stores,5411,NEWPORT,NP20,easy,store_number,ecommerce
TX305278,2026-03-21T23:24:00Z,UBER *TRIP LONDON E14 GB,1.60,GBP,GB,Uber,Transport > Ride Hailing,4121,LONDON,E14,easy,postcode_tail,contactless
TX305279,2026-07-02T04:36:00Z,BP CONNECT 5360 BRISTOL GB,89.65,GBP,GB,BP,Transport > Fuel & Petrol,5541,BRISTOL,BS1,easy,store_number,card_present
TX305280,2026-07-18T23:32:00Z,BRTSH ARWYS PLYMOUTH GB,869.61,GBP,GB,British Airways,Travel > Airlines,3000,PLYMOUTH,PL1,hard,vowel_dropped,contactless
TX305281,2026-06-25T15:22:00Z,THE RANGE*5K42E DUNDEE GB,6.56,GBP,GB,The Range,Shopping > Home & Garden,5200,DUNDEE,DD1,medium,ref_code,card_present
TX305282,2026-06-29T14:59:00Z,RSPCA MANCHESTER GB,8.32,GBP,GB,RSPCA,Charity > Donations,8398,MANCHESTER,M4,easy,clean,contactless
TX305283,2026-08-10T16:16:00Z,PRET A MANGER PLC MANCHESTER GB,83.50,GBP,GB,Pret A Manger,Food & Drink > Cafes & Coffee Shops,5814,MANCHESTER,M1,medium,legal_entity,card_present
TX305284,2026-08-14T04:03:00Z,PIZZA HUT 4709 LONDON GB,13.41,GBP,GB,Pizza Hut,Food & Drink > Restaurants,5812,LONDON,SE1,easy,store_number,card_present
TX305285,2026-08-20T22:34:00Z,LNER CROYDON GB,115.05,GBP,GB,LNER,Transport > Rail,4112,CROYDON,CR0,easy,clean,contactless
TX305286,2026-07-18T05:15:00Z,VODAFONE LTD*T9R52A LUTON GB,92.48,GBP,GB,Vodafone,Bills > Mobile,4814,LUTON,LU1,medium,ref_code,direct_debit
TX305287,2026-04-28T18:26:00Z,BRITISH HEART FDN MANCHESTER GB,86.98,GBP,GB,British Heart Foundation,Charity > Donations,8398,MANCHESTER,M3,easy,clean,ecommerce
TX305288,2026-06-05T20:17:00Z,O2 UK STOKE-ON-TRENT GB,40.12,GBP,GB,O2,Bills > Mobile,4814,STOKE-ON-TRENT,ST1,easy,clean,direct_debit
TX305289,2026-07-05T04:57:00Z,CURRYS LONDON GB,197.15,GBP,GB,Currys,Shopping > Electronics,5732,LONDON,SE10,easy,clean,card_present
TX305290,2026-05-19T01:05:00Z,TK MAXX BRIGHTON GB,7.02,GBP,GB,TK Maxx,Shopping > Discount Retail,5651,BRIGHTON,BN1,easy,clean,contactless
TX305291,2026-05-23T12:03:00Z,GOOGLE *YOUTUBEPREM*JBR8Q4C BOLTON GB,95.55,GBP,GB,YouTube Premium,Entertainment > Streaming,5815,BOLTON,BL1,medium,ref_code,ecommerce
TX305292,2026-07-06T23:25:00Z,RYANAIR BRISTOL GB,295.33,GBP,GB,Ryanair,Travel > Airlines,3000,BRISTOL,BS1,easy,clean,card_present
TX305293,2026-03-06T10:43:00Z,VIRGINACTIVE BATH GB,13.54,GBP,GB,Virgin Active,Health > Gyms & Fitness,7997,BATH,BA1,hard,no_space,contactless
TX305294,2026-04-19T17:15:00Z,TAYLORS LAUNDRETTE 042 OXFORD GB,20.85,GBP,GB,Taylor's Laundrette,Personal Care > Laundry,7211,OXFORD,OX1,medium,store_number,ecommerce
TX305295,2026-05-26T14:38:00Z,SCOTRAIL*J9J3B GUILDFORD GB,2.29,GBP,GB,ScotRail,Transport > Rail,4112,GUILDFORD,GU1,medium,ref_code,card_present
TX305296,2026-06-24T14:46:00Z,O2 UK*YETSQNY PLYMOUTH GB,180.94,GBP,GB,O2,Bills > Mobile,4814,PLYMOUTH,PL1,medium,ref_code,direct_debit
TX305297,2026-03-05T18:11:00Z,PZZXPRSS MANCHESTER GB,75.95,GBP,GB,PizzaExpress,Food & Drink > Restaurants,5812,MANCHESTER,M1,hard,vowel_dropped,ecommerce
TX305298,2026-05-09T07:56:00Z,TAYLOR DRY CLEANER,10.61,GBP,GB,Taylor Dry Cleaners,Personal Care > Laundry,7216,DUNDEE,DD1,hard,truncated,card_present
TX305299,2026-04-07T17:51:00Z,ANYTIMEFITNESS DERBY GB,199.79,GBP,GB,Anytime Fitness,Health > Gyms & Fitness,7997,DERBY,DE1,hard,no_space,card_present
TX305300,2026-06-20T07:00:00Z,PAYPAL *CORNER HOUSE CAFE GUILDFORD GB,8.93,GBP,GB,Corner House Cafe,Food & Drink > Cafes & Coffee Shops,5814,GUILDFORD,GU1,hard,psp_prefix,contactless
TX305301,2026-07-27T03:55:00Z,DISNEY PLUS SHEFFIELD GB,12.04,GBP,GB,Disney+,Entertainment > Streaming,5815,SHEFFIELD,S1,easy,clean,ecommerce
TX305302,2026-07-07T22:09:00Z,CEX LTD 4824 LONDON GB,13.09,GBP,GB,CeX,Shopping > Electronics,5732,LONDON,E14,easy,store_number,contactless
TX305303,2026-07-03T11:11:00Z,THE POTTING SHED CAFE TID99397 YORK GB,61.88,GBP,GB,The Potting Shed Cafe,Food & Drink > Cafes & Coffee Shops,5814,YORK,YO1,medium,terminal_id,contactless
TX305304,2026-04-25T07:11:00Z,ZETTLE_*TAYLOR & SONS FLORIST LONDON GB,118.42,GBP,GB,Taylor & Sons Florist,Shopping > Florists,5992,LONDON,SE1,hard,psp_prefix,card_present
TX305305,2026-03-16T12:47:00Z,SCREWFIX EDINBURGH EH1 GB,352.26,GBP,GB,Screwfix,Shopping > Home Improvement,5211,EDINBURGH,EH1,easy,postcode_tail,ecommerce
TX305306,2026-06-09T18:47:00Z,SUMUP  *TAYLOR & SONS GREENGROCERS MANCHESTER GB,13.52,GBP,GB,Taylor & Sons Greengrocers,Groceries > Greengrocers,5411,MANCHESTER,M1,hard,psp_prefix,contactless
TX305307,2026-07-06T21:29:00Z,CKO*PATEL DENTAL PRACTICE LONDON GB,64.99,GBP,GB,Patel Dental Practice,Health > Dentists,8021,LONDON,SW1A,hard,psp_prefix,card_present
TX305308,2026-06-06T23:40:00Z,CASH WITHDRAWAL LINK*AHLP15Z SOUTHAMPTON GB,10.55,GBP,GB,LINK ATM,Financial > Cash Withdrawal,6011,SOUTHAMPTON,SO14,medium,ref_code,atm
TX305309,2026-07-02T19:49:00Z,THE OLD MILL CAFE 7753 LIVERPOOL GB,11.51,GBP,GB,The Old Mill Cafe,Food & Drink > Cafes & Coffee Shops,5814,LIVERPOOL,L2,medium,store_number,contactless
TX305310,2026-08-07T23:32:00Z,MURPHY BARBERS 6641 SOUTHAMPTON GB,49.21,GBP,GB,Murphy Barbers,Personal Care > Hairdressing,7230,SOUTHAMPTON,SO14,medium,store_number,contactless
TX305311,2026-06-05T15:03:00Z,HILTON HOTELS BIRMINGHAM GB,133.99,GBP,GB,Hilton,Travel > Hotels,7011,BIRMINGHAM,B2,easy,clean,ecommerce
TX305312,2026-03-04T04:44:00Z,CLEARPAY NEWCASTLE UPON TYNE GB,12.79,GBP,GB,Clearpay,Financial > Buy Now Pay Later,6012,NEWCASTLE UPON TYNE,NE1,easy,clean,ecommerce
TX305313,2026-06-28T03:58:00Z,ZETTLE_*AHMED & SONS HARDWARE COVENTRY GB,429.44,GBP,GB,Ahmed & Sons Hardware,Shopping > Home Improvement,5251,COVENTRY,CV1,hard,psp_prefix,contactless
TX305314,2026-04-18T17:59:00Z,CANCER RESEARCH UK HULL GB,14.15,GBP,GB,Cancer Research UK,Charity > Donations,8398,HULL,HU1,easy,clean,card_present
TX305315,2026-03-07T22:07:00Z,HONEYCOMB CAFE PLC DERBY GB,39.30,GBP,GB,Honeycomb Cafe,Food & Drink > Cafes & Coffee Shops,5814,DERBY,DE1,medium,legal_entity,card_present
TX305316,2026-05-15T12:04:00Z,ALDI*8VMWT ABERDEEN GB,11.46,GBP,GB,Aldi,Groceries > Supermarkets,5411,ABERDEEN,AB10,medium,ref_code,ecommerce
TX305317,2026-07-26T19:16:00Z,KHAN & SONS PET SUPPLIES 3719 LONDON GB,422.30,GBP,GB,Khan & Sons Pet Supplies,Shopping > Pet Supplies,5995,LONDON,SE1,medium,store_number,ecommerce
TX305318,2026-06-27T09:24:00Z,VINTED*0YB5EA9K MANCHESTER GB,192.77,GBP,GB,Vinted,Shopping > Online Marketplace,5942,MANCHESTER,M4,medium,ref_code,ecommerce
TX305319,2026-05-04T23:13:00Z,NCP CAR PARK BRIGHTON BN1 GB,136.88,GBP,GB,NCP,Transport > Parking,7523,BRIGHTON,BN1,easy,postcode_tail,card_present
TX305320,2026-05-28T03:01:00Z,VUE ENTERTAINMENT YORK GB,3.99,GBP,GB,Vue,Entertainment > Cinema,7832,YORK,YO1,easy,clean,card_present
TX305321,2026-08-26T02:31:00Z,ODN CNMS SOUTHAMPTON GB,42.21,GBP,GB,Odeon,Entertainment > Cinema,7832,SOUTHAMPTON,SO14,hard,vowel_dropped,ecommerce
TX305322,2026-04-08T20:57:00Z,JET2.COM 8986 WOLVERHA,295.85,GBP,GB,Jet2,Travel > Airlines,3000,WOLVERHAMPTON,WV1,hard,truncated,contactless
TX305323,2026-07-19T23:48:00Z,HLTN HTLS BELFAST GB,374.20,GBP,GB,Hilton,Travel > Hotels,7011,BELFAST,BT2,hard,vowel_dropped,contactless
TX305324,2026-06-04T06:55:00Z,TK MAXX 3369 NEWPORT GB,309.47,GBP,GB,TK Maxx,Shopping > Discount Retail,5651,NEWPORT,NP20,easy,store_number,contactless
TX305325,2026-07-04T04:59:00Z,ENGLISH HERITAGE 8788 BRISTOL GB,4.86,GBP,GB,English Heritage,Entertainment > Attractions,7991,BRISTOL,BS1,easy,store_number,contactless
TX305326,2026-07-31T00:19:00Z,NEXT RETAIL TID24649 SOLIHULL GB,158.08,GBP,GB,Next,Shopping > Clothing,5651,SOLIHULL,B91,medium,terminal_id,contactless
TX305327,2026-07-24T14:05:00Z,NETFLIX.COM DERBY GB,73.68,GBP,GB,Netflix,Entertainment > Streaming,5815,DERBY,DE1,easy,clean,ecommerce
TX305328,2026-03-04T23:19:00Z,HOUSE OF FRASER LTD PRESTON GB,9.77,GBP,GB,House of Fraser,Shopping > Department Stores,5311,PRESTON,PR1,medium,legal_entity,contactless
TX305329,2026-05-23T00:31:00Z,BDGNS LONDON GB,3.42,GBP,GB,Budgens,Groceries > Convenience Stores,5411,LONDON,NW1,hard,vowel_dropped,card_present
TX305330,2026-08-17T12:04:00Z,APPLE.COM/BILL NEWPORT GB,10.27,GBP,GB,Apple,Entertainment > App Stores,5817,NEWPORT,NP20,easy,clean,ecommerce
TX305331,2026-06-13T15:36:00Z,B&Q PLC DUNDEE DD1 GB,237.67,GBP,GB,B&Q,Shopping > Home Improvement,5211,DUNDEE,DD1,easy,postcode_tail,contactless
TX305332,2026-04-25T12:34:00Z,THE SwAN HOtel PORTSMOUTH GB,82.60,GBP,GB,The Swan Hotel,Food & Drink > Pubs & Bars,5813,PORTSMOUTH,PO1,medium,case_mixed,card_present
TX305333,2026-05-24T23:19:00Z,BP CONNECT PLYMOUTH GB,124.27,GBP,GB,BP,Transport > Fuel & Petrol,5541,PLYMOUTH,PL1,easy,clean,ecommerce
TX305334,2026-05-30T02:00:00Z,PATISSERIE VALERIE GLASGOW GB,4.78,GBP,GB,Patisserie Valerie,Food & Drink > Cafes & Coffee Shops,5814,GLASGOW,G1,easy,clean,contactless
TX305335,2026-03-15T20:50:00Z,WP*PATEL GREENGROCERS BELFAST GB,17.07,GBP,GB,Patel Greengrocers,Groceries > Greengrocers,5411,BELFAST,BT2,hard,psp_prefix,ecommerce
TX305336,2026-08-09T04:25:00Z,E H BOOTH & CO OXFORD OX1 GB,4.94,GBP,GB,Booths,Groceries > Supermarkets,5411,OXFORD,OX1,easy,postcode_tail,contactless
TX305337,2026-07-02T02:00:00Z,ESSO PLC LEEDS GB,81.17,GBP,GB,Esso,Transport > Fuel & Petrol,5541,LEEDS,LS2,medium,legal_entity,card_present
TX305338,2026-04-15T10:22:00Z,SUPERDRUG LONDON GB,140.41,GBP,GB,Superdrug,Health > Pharmacy,5912,LONDON,EC1A,easy,clean,card_present
TX305339,2026-08-21T00:36:00Z,SHEIN.COM OXFORD GB,8.26,GBP,GB,Shein,Shopping > Clothing,5651,OXFORD,OX1,easy,clean,card_present
TX305340,2026-04-12T18:33:00Z,PTSSR VLR CARDIFF GB,3.01,GBP,GB,Patisserie Valerie,Food & Drink > Cafes & Coffee Shops,5814,CARDIFF,CF10,hard,vowel_dropped,card_present
TX305341,2026-03-16T14:59:00Z,TRT*SMITH DENTAL PRACTICE LONDON GB,17.43,GBP,GB,Smith Dental Practice,Health > Dentists,8021,LONDON,E1,hard,psp_prefix,card_present
TX305342,2026-07-02T19:50:00Z,OSEIS NEWSAGENTS 8007 BRISTOL GB,16.98,GBP,GB,Osei's Newsagents,Shopping > Newsagents,5994,BRISTOL,BS1,medium,store_number,card_present
TX305343,2026-05-07T00:39:00Z,NEXT RETAIL LONDON GB,141.70,GBP,GB,Next,Shopping > Clothing,5651,LONDON,NW1,easy,clean,ecommerce
TX305344,2026-07-28T10:50:00Z,ADIDAS UK LEICESTER GB,116.87,GBP,GB,Adidas,Shopping > Sporting Goods,5941,LEICESTER,LE1,easy,clean,contactless
TX305345,2026-03-08T21:05:00Z,BARCLAYS ATM PRESTON GB,403.85,GBP,GB,Barclays ATM,Financial > Cash Withdrawal,6011,PRESTON,PR1,easy,clean,atm
TX305346,2026-06-12T15:08:00Z,WISE PAYMENTS LTD IPSWICH GB,43.83,GBP,GB,Wise,Financial > Money Transfer,6012,IPSWICH,IP1,medium,legal_entity,ecommerce
TX305347,2026-04-26T06:30:00Z,SUBWAY 7170 BRISTOL,63.08,GBP,GB,Subway,Food & Drink > Fast Food,5814,BRISTOL,BS1,hard,truncated,card_present
TX305348,2026-05-02T23:39:00Z,PATISSERIE VALERIE 8625 L,7.88,GBP,GB,Patisserie Valerie,Food & Drink > Cafes & Coffee Shops,5814,LONDON,SE1,hard,truncated,card_present
TX305349,2026-04-22T08:16:00Z,ITSU UK LTD LEEDS GB,21.23,GBP,GB,Itsu,Food & Drink > Fast Food,5814,LEEDS,LS2,medium,legal_entity,contactless
TX305350,2026-06-23T11:25:00Z,MCGREGOR & SONS DRY CLEANERS*H6QJ0 BELFAST GB,18.30,GBP,GB,Mcgregor & Sons Dry Cleaners,Personal Care > Laundry,7216,BELFAST,BT2,medium,ref_code,card_present
TX305351,2026-07-25T09:24:00Z,BLCK SHP CFF LEEDS GB,3.84,GBP,GB,Black Sheep Coffee,Food & Drink > Cafes & Coffee Shops,5814,LEEDS,LS1,hard,vowel_dropped,card_present
TX305352,2026-07-07T22:08:00Z,LLOYDS PHARMACY BELFAST GB,45.26,GBP,GB,Lloyds Pharmacy,Health > Pharmacy,5912,BELFAST,BT2,easy,clean,contactless
TX305353,2026-08-12T18:35:00Z,ASOS.COM 6447 HULL GB,12.11,GBP,GB,ASOS,Shopping > Clothing,5651,HULL,HU1,easy,store_number,card_present
TX305354,2026-07-21T05:04:00Z,WRIGHTS NEWSAGENTS UK LTD LONDON GB,150.12,GBP,GB,Wright's Newsagents,Shopping > Newsagents,5994,LONDON,W1D,medium,legal_entity,contactless
TX305355,2026-05-01T01:29:00Z,COOPERS HAIR STUDIO*HPR7LAGC EDINBURGH GB,19.11,GBP,GB,Cooper's Hair Studio,Personal Care > Hairdressing,7230,EDINBURGH,EH1,medium,ref_code,contactless
TX305356,2026-05-10T08:36:00Z,RSPCA COVENTRY GB,4.72,GBP,GB,RSPCA,Charity > Donations,8398,COVENTRY,CV1,easy,clean,card_present
TX305357,2026-05-31T00:00:00Z,STEAMGAMES.COM*5XKKUE LONDON GB,6.25,GBP,GB,Steam,Entertainment > Gaming,5816,LONDON,SE1,medium,ref_code,ecommerce
TX305358,2026-03-31T23:42:00Z,GOOGLE *YOUTUBEPREM NEWCASTLE UPON TYNE GB,4.36,GBP,GB,YouTube Premium,Entertainment > Streaming,5815,NEWCASTLE UPON TYNE,NE1,easy,clean,ecommerce
TX305359,2026-04-02T00:56:00Z,COFFEE #1 IPSWICH IP1 GB,85.95,GBP,GB,Coffee#1,Food & Drink > Cafes & Coffee Shops,5814,IPSWICH,IP1,easy,postcode_tail,ecommerce
TX305360,2026-08-10T19:40:00Z,NATWEST ATM PLC LONDON GB,282.65,GBP,GB,NatWest ATM,Financial > Cash Withdrawal,6011,LONDON,W2,medium,legal_entity,atm
TX305361,2026-07-15T18:34:00Z,SP *KHAN & SONS HARDWARE COVENTRY GB,184.69,GBP,GB,Khan & Sons Hardware,Shopping > Home Improvement,5251,COVENTRY,CV1,hard,psp_prefix,contactless
TX305362,2026-07-31T01:32:00Z,WISE PAYMENTS*RL7WPS4Y CARDIFF GB,397.59,GBP,GB,Wise,Financial > Money Transfer,6012,CARDIFF,CF10,medium,ref_code,ecommerce
TX305363,2026-04-29T15:38:00Z,RINGGO PARKING 133,24.68,GBP,GB,RingGo,Transport > Parking,7523,BRISTOL,BS1,hard,truncated,contactless
TX305364,2026-08-27T12:39:00Z,EXPEDIA WATFORD GB,164.55,GBP,GB,Expedia,Travel > Online Travel Agency,4722,WATFORD,WD17,easy,clean,ecommerce
